sentence,label
"In exercising such right, the Parties will be reasonable.",Obligation
"', ""During reasonable business hours IMPCO and MIL/MINDA will have the right to inspect, and make copies of any and all of the JVC 's business records, including but not limited to financial records, books, accounts and reports.",Obligation
"In exercising such right IMPCO and MIL/MINDA will be reasonable.""]",Obligation
['his Agreement shall be governed by and construed in accordance with the laws of India and the Delhi Courts shall have exclusive jurisdiction over any legal proceedings in respect of this Agreement.'],Arbitration
['This Affiliate Agreement shall be governed by the laws of the State of Delaware.'],Arbitration
"['It is expressly agreed that Capital Resources shall not be liable for any loss, liability, claim, damage or expense or be required to contribute any amount which in the aggregate exceeds the amount paid (excluding reimbursable expenses) to Capital Resources under this Agreement.']",Liability
"['In the event the closing does not occur, the Conversion is terminated or otherwise abandoned, or the terms of the Conversion are substantially amended so as to materially and adversely change the role of Capital Resources, Capital Resources shall be reimbursed for all reasonable legal fees and out-of-pocket expenses for rendering financial advice to the Association concerning the structure of the Conversion, preparing a market and financial analysis, performing due diligence and assisting in the preparation of the Application for Conversion and the Registration Statement, which shall be paid upon such termination, abandonment or amendment or within five days of such event.']",Penalty
"['If any of the conditions specified in Section 8 shall not have been fulfilled when and as required by this Agreement, or by the Closing Date, or waived in writing by Capital Resources, this Agreement and all of Capital Resources obligations hereunder may be canceled by Capital Resources by notifying the Association of such cancellation in writing or by telegram at any time at or prior to the Closing Date, and, any such cancellation shall be without Liability of any party to any other party except as otherwise provided in Sections 2, 7, 9 and 10 hereof.",Termination
"', 'If Capital Resources elects to terminate this Agreement as provided in this section, the Company and the Association shall be notified as provided in Section 13 hereof, promptly by Capital Resources by telephone or telegram, confirmed by letter.",Termination
"', 'Capital Resources may terminate this Agreement by giving the notice indicated below in this Section at any time after this Agreement becomes effective as follows:', 'In the event the Company fails to sell all of the Shares within the period specified, and in accordance with the provisions of the Plan or as required by the Conversion Regulations and applicable law, this Agreement shall terminate upon refund by the Association to each person who has subscribed for or ordered any of the Shares the full amount which it may have received from such person, together with interest as provided in the Offering Prospectus, and no party to this Agreement shall have any obligation to the other hereunder, except for payment by the Association and/or the Company as set forth in Sections 2, 7, 9 and 10 hereof.']",Termination
"['The Association is a member of the FHLBNY, and the deposit accounts of the Association are insured by the FDIC up to the maximum amount allowed under law and to the best of such counsel\'s knowledge no proceedings for the termination or revocation of such insurance are pending or threatened; and the description of the liquidation account as set forth in the Registration Statement and the Offering Prospectus under the caption ""The Conversion - Effects of Conversion to Stock Form on Depositors and Borrowers of the Bank - Liquidation Account"" has been reviewed by such counsel and is accurate in all material respects.']",Obligation
['This Agreement shall be construed in accordance with the laws of the District of Columbia.'],Arbitration
"['It is expressly agreed that the Agent shall not be liable for any loss, liability, claim, damage or expense or be required to contribute any amount which in the aggregate exceeds the amount paid (excluding reimbursable expenses) to the Agent under this Agreement.']",Liability
"['The respective indemnities of the Company, the MHC, the Bank and the Agent and the representations and warranties and other statements of the Company, the MHC, the Bank and the Agent set forth in or made pursuant to this Agreement shall remain in full force and effect, regardless of any termination or cancellation of this Agreement or any investigation made by or on behalf of the Agent, the Company, the MHC, the Bank or any controlling person referred to in Section 8 hereof, and shall survive the issuance of the Shares, and any successor or assign of the Agent, the Company, the MHC, the Bank, and any such controlling person shall be entitled to the benefit of the respective agreements, indemnities, warranties and representations.']",Termination
